game_pk,team_side,team_id,runs_batting,hits_batting,strikeOuts_batting,baseOnBalls_batting,avg,obp,slg,pitchesThrown,balls_pitching,strikes_pitching,strikeOuts_pitching,baseOnBalls_pitching,hits_pitching,earnedRuns,homeRuns_pitcing,runs_pitching,era,whip,groundOuts_pitching,airOuts_pitching,total,putOuts,assists,errors,doublePlays,triplePlays,rangeFactor,caughtStealing,passedBall,innings
662111,away,134,3,10,10,1,.220,.289,.364,154,68,86,4,6,7,5,1,5,4.61,1.43,11,8,0,24,15,0,0,0,0,0,0,0
661428,home,146,2,5,7,3,.236,.299,.371,167,61,106,11,3,11,5,1,5,3.79,1.24,8,7,0,27,9,0,0,0,0,0,0,0
661428,away,144,5,11,11,3,.250,.313,.443,131,44,87,7,3,5,2,1,2,3.67,1.24,6,12,0,27,9,1,0,0,0,0,0,0
661360,home,146,2,5,8,4,.235,.299,.370,157,56,101,11,2,10,6,3,6,3.81,1.24,6,9,0,27,6,0,0,0,0,0,0,0
661360,away,144,6,10,11,2,.251,.313,.445,147,60,87,8,4,5,2,1,2,3.65,1.24,10,9,0,27,9,0,0,0,0,0,0,0
661709,home,141,2,6,5,2,.263,.326,.435,152,53,99,7,4,6,1,0,1,3.94,1.24,7,13,0,27,6,1,0,0,0,0,0,0
661709,away,114,1,6,7,4,.251,.314,.384,117,38,79,5,2,6,2,2,2,3.80,1.21,5,11,0,24,8,0,0,0,0,1,0,0
661865,home,139,8,11,9,5,.238,.307,.377,151,54,97,8,3,9,2,0,2,3.47,1.16,10,9,0,27,10,0,0,0,0,0,0,0
661865,away,110,2,9,8,3,.240,.307,.394,153,55,98,9,5,11,8,1,8,3.93,1.29,3,12,0,24,3,0,0,0,0,0,0,0
663022,home,113,2,7,14,6,.238,.308,.374,138,46,92,7,4,9,6,3,7,5.04,1.41,15,4,0,27,17,1,0,0,0,0,0,0
663022,away,112,7,9,7,4,.244,.318,.391,174,69,105,14,6,7,2,0,2,4.26,1.33,7,6,0,27,7,0,0,0,0,0,0,0
662473,home,120,4,10,12,1,.248,.315,.376,182,79,103,8,8,8,3,2,3,5.29,1.48,7,12,0,27,6,0,0,0,0,0,0,0
662473,away,135,3,8,8,8,.243,.319,.384,142,44,98,12,1,10,4,2,4,3.81,1.22,5,6,0,24,6,1,0,0,0,0,0,0
662670,home,118,3,10,10,1,.246,.309,.383,175,72,103,8,6,16,13,6,13,4.71,1.47,7,11,0,27,9,0,0,0,0,0,0,0
662670,away,119,13,16,8,6,.263,.338,.454,153,44,109,10,1,10,3,0,3,2.89,1.07,5,11,0,27,4,0,0,0,0,0,0,0
662824,home,117,8,12,4,3,.243,.318,.425,138,51,87,8,4,5,0,0,0,3.02,1.10,7,9,0,27,9,0,0,0,0,1,0,0
662824,away,133,0,5,8,4,.215,.277,.344,143,50,93,4,3,12,8,1,8,4.29,1.30,11,6,0,24,14,0,0,0,0,0,0,0
662428,home,121,1,4,8,1,.259,.330,.408,130,40,90,14,2,3,0,0,0,3.48,1.17,6,7,0,27,6,0,0,0,0,0,0,0
662428,away,143,0,3,14,2,.248,.312,.419,96,28,68,8,1,4,1,0,1,3.71,1.21,7,8,0,24,8,1,0,0,0,0,0,0
661383,home,145,6,14,7,1,.259,.312,.386,124,36,88,11,2,10,4,0,4,3.90,1.32,7,7,0,27,8,0,0,0,0,0,0,0
661383,away,116,4,10,11,2,.225,.282,.330,129,33,96,7,1,14,6,1,6,4.01,1.29,6,11,0,24,6,1,0,0,0,0,0,0
661790,home,140,7,12,5,5,.241,.303,.397,171,69,102,8,5,7,4,1,4,4.12,1.31,11,6,0,27,13,0,0,0,0,0,0,0
661790,away,136,4,7,8,5,.232,.315,.383,137,48,89,5,5,12,6,1,7,3.68,1.22,7,11,0,24,8,2,0,0,0,0,0,0
663176,home,111,2,8,8,3,.253,.314,.408,141,53,88,11,5,6,3,1,3,4.39,1.32,4,11,0,27,6,1,0,0,0,1,0,0
663176,away,147,3,6,11,5,.244,.330,.441,136,45,91,8,3,8,2,0,2,3.28,1.11,10,8,0,27,10,1,0,0,0,1,0,0
661951,home,138,2,6,11,0,.253,.323,.415,125,45,80,8,1,4,2,1,3,3.90,1.27,11,11,0,30,9,0,0,0,0,0,0,0
661951,away,158,3,4,8,1,.239,.320,.415,139,47,92,11,0,6,1,0,2,3.81,1.24,11,8,0,30,9,0,0,0,0,0,0,0
662882,home,115,0,3,8,2,.264,.325,.409,131,48,83,7,2,11,5,3,6,4.99,1.46,11,7,0,27,11,1,0,0,0,0,0,0
662882,away,109,6,11,7,2,.228,.306,.388,139,54,85,8,2,3,0,0,0,4.12,1.28,12,6,0,27,12,0,0,0,0,0,0,0
662110,home,137,2,4,12,5,.235,.319,.393,114,41,73,10,3,5,0,0,0,3.93,1.28,11,5,0,27,9,0,0,0,0,0,0,0
662110,away,134,0,5,10,3,.220,.288,.363,158,60,98,12,5,4,2,1,2,4.59,1.42,7,6,0,24,6,1,0,0,0,0,0,0
663372,home,108,5,8,8,3,.227,.296,.380,203,73,130,15,6,10,3,1,3,3.84,1.25,12,4,0,33,14,0,0,0,0,0,0,0
663372,away,142,3,10,15,6,.251,.321,.417,138,42,96,8,3,8,4,2,5,4.06,1.25,7,13,0,30,10,0,0,0,0,0,0,0
662472,home,120,0,7,11,0,.248,.315,.375,172,65,107,6,5,9,6,0,6,5.30,1.48,14,7,0,27,13,1,0,0,0,0,0,0
662472,away,135,6,9,6,5,.243,.319,.383,138,46,92,11,0,7,0,0,0,3.77,1.21,10,5,0,27,12,2,0,0,0,0,0,0
661708,home,141,2,8,9,0,.263,.325,.434,159,54,105,9,2,13,7,1,7,3.97,1.25,6,10,0,27,6,1,0,0,0,1,0,0
661708,away,114,7,13,9,2,.252,.314,.385,122,33,89,9,0,8,2,0,2,3.79,1.21,11,7,0,27,10,0,0,0,0,0,0,0
663021,home,113,8,13,6,5,.240,.310,.376,161,57,104,11,5,12,5,3,5,5.04,1.41,7,8,0,27,7,1,0,0,0,0,0,0
663021,away,112,5,12,11,5,.245,.319,.394,189,67,122,6,5,13,8,1,8,4.30,1.33,9,9,0,24,7,1,0,0,0,0,0,0
661864,home,139,4,8,11,2,.238,.307,.377,95,26,69,9,0,1,1,0,1,3.45,1.15,9,10,0,27,8,0,0,0,0,0,0,0
661864,away,110,1,1,9,0,.238,.306,.392,137,47,90,11,2,8,4,1,4,3.93,1.29,6,6,0,24,7,0,0,0,0,0,0,0
662427,home,121,6,10,9,3,.259,.330,.409,172,58,114,11,3,9,0,0,0,3.45,1.18,11,5,0,27,11,1,0,0,0,0,0,0
662427,away,143,0,9,11,3,.249,.312,.418,138,51,87,9,3,10,6,1,6,3.73,1.21,6,8,0,24,5,0,0,0,0,1,0,0
661338,home,146,1,5,12,3,.234,.298,.369,178,73,105,6,8,10,3,1,3,3.80,1.25,11,7,0,27,14,0,0,0,0,0,0,0
661338,away,144,3,10,6,8,.251,.315,.444,136,48,88,12,3,5,1,0,1,3.63,1.23,7,8,0,27,7,1,0,0,0,0,0,0
662669,home,118,4,8,6,1,.247,.309,.383,158,60,98,14,4,3,0,0,0,4.67,1.46,2,10,0,27,3,0,0,0,0,0,0,0
662669,away,119,0,3,14,4,.261,.337,.451,126,34,92,6,1,8,4,1,4,2.90,1.07,11,6,0,24,12,0,0,0,0,0,0,0
662801,home,117,6,10,2,1,.244,.318,.425,154,56,98,8,5,7,3,1,3,3.02,1.10,7,11,0,27,7,0,0,0,0,0,0,0
662801,away,133,3,7,8,5,.215,.277,.344,112,36,76,2,1,10,6,1,6,4.31,1.30,7,15,0,24,6,0,0,0,0,0,0,0
661450,home,145,5,10,6,4,.259,.313,.388,133,37,96,14,0,8,3,1,3,3.89,1.31,6,6,0,27,5,0,0,0,0,0,0,0
661450,away,116,3,8,14,0,.225,.282,.330,156,57,99,6,4,10,5,2,5,4.03,1.29,9,9,0,24,7,0,0,0,0,0,0,0
661957,home,138,6,7,11,3,.253,.323,.417,115,39,76,7,0,6,3,2,3,3.89,1.27,11,8,0,27,10,0,0,0,0,0,0,0
661957,away,158,3,6,7,0,.239,.319,.415,123,42,81,11,3,7,6,4,6,3.84,1.24,10,2,0,24,12,1,0,0,0,0,0,0
661789,home,140,5,8,8,4,.241,.303,.397,148,54,94,13,6,4,1,0,3,4.09,1.31,7,8,0,27,6,2,0,0,0,0,0,0
661789,away,136,3,4,13,6,.231,.315,.381,122,52,70,8,4,8,5,0,5,3.69,1.22,5,10,0,24,5,0,0,0,0,0,0,0
662881,home,115,4,8,5,6,.263,.326,.408,148,50,98,6,2,11,6,1,7,5.00,1.46,7,14,0,27,6,2,0,0,0,0,0,0
662881,away,109,7,11,6,2,.229,.307,.389,148,52,96,5,6,8,4,0,4,4.12,1.28,12,10,0,27,11,1,0,0,0,0,1,0
662035,home,137,8,13,8,4,.236,.320,.395,162,58,104,15,3,11,6,1,7,3.95,1.28,6,5,0,27,6,1,0,0,0,0,0,0
662035,away,134,7,11,15,3,.221,.289,.363,157,62,95,8,4,13,8,2,8,4.63,1.43,9,7,0,25,9,0,0,0,0,0,0,0
663371,home,108,4,8,8,3,.227,.297,.379,125,38,87,6,1,5,2,1,2,3.83,1.25,7,14,0,27,7,0,0,0,0,0,0,0
663371,away,142,2,5,6,1,.250,.320,.416,121,40,81,8,3,8,4,0,4,4.06,1.25,7,8,0,24,8,0,0,0,0,1,0,0
663175,home,111,3,6,4,0,.253,.313,.408,117,38,79,11,1,2,0,0,0,4.35,1.31,9,7,0,27,10,0,0,0,0,0,0,0
663175,away,147,0,2,11,1,.242,.328,.438,102,38,64,4,0,6,3,1,3,3.28,1.11,11,8,0,24,12,0,0,0,0,0,0,0
662977,home,114,4,9,7,3,.253,.314,.385,119,37,82,13,2,3,1,0,1,3.76,1.20,8,6,0,27,8,0,0,0,0,0,0,0
662977,away,116,1,3,13,2,.224,.281,.328,143,48,95,7,3,9,4,1,4,4.03,1.29,9,8,0,24,8,1,0,0,0,0,0,0
662948,home,114,5,8,5,2,.253,.315,.386,147,48,99,9,1,15,7,2,7,3.79,1.21,9,8,0,27,10,1,0,0,0,1,0,0
662948,away,116,7,15,9,1,.226,.282,.331,130,43,87,5,2,8,5,2,5,4.04,1.29,10,9,0,27,13,0,0,0,0,0,0,0
663020,home,113,3,9,8,0,.240,.309,.376,171,59,112,9,3,12,4,0,4,5.03,1.41,7,11,0,27,7,0,0,0,0,0,0,0
663020,away,143,4,12,9,3,.249,.312,.418,95,21,74,8,0,9,3,1,3,3.72,1.21,9,8,0,27,10,0,0,0,0,0,0,0
661358,home,146,3,9,8,1,.235,.298,.370,151,46,105,8,3,5,0,0,0,3.77,1.24,8,11,0,27,8,0,0,0,0,0,0,0
661358,away,135,0,5,8,3,.242,.318,.381,153,52,101,8,1,9,3,1,3,3.77,1.21,9,6,0,24,10,0,0,0,0,0,0,0
662471,home,120,5,8,8,1,.248,.314,.375,152,54,98,14,3,7,4,2,4,5.29,1.48,11,3,0,27,11,1,0,0,0,0,0,0
662471,away,112,4,7,14,3,.244,.318,.395,141,48,93,8,1,8,1,1,5,4.27,1.33,15,2,0,24,13,1,0,0,0,0,1,0
661283,home,147,0,7,12,1,.242,.328,.436,172,64,108,10,4,7,4,0,4,3.29,1.11,5,11,0,27,7,0,0,0,0,0,0,0
661283,away,139,4,7,10,4,.238,.307,.376,121,30,91,12,1,7,0,0,0,3.42,1.15,11,2,0,27,12,1,0,0,0,0,0,0
661707,home,141,3,8,9,5,.263,.325,.433,166,65,101,8,6,8,4,1,7,3.97,1.25,8,10,0,27,6,2,0,0,0,0,0,0
661707,away,110,7,8,8,6,.238,.306,.392,145,57,88,9,5,8,3,1,3,3.92,1.29,7,9,0,27,9,1,0,0,0,0,0,0
661497,home,144,13,15,4,3,.252,.316,.447,156,54,102,5,1,7,1,0,1,3.61,1.23,11,11,0,27,10,1,0,0,0,0,0,0
661497,away,121,1,7,5,1,.259,.330,.408,162,68,94,4,3,15,9,3,13,3.50,1.18,12,8,0,24,12,1,0,0,0,0,0,0
661676,home,142,4,11,7,4,.251,.321,.416,125,40,85,10,3,8,2,1,2,4.04,1.25,3,13,0,27,4,0,0,0,0,0,0,0
661676,away,118,2,8,10,3,.247,.309,.383,127,49,78,7,4,11,4,0,4,4.67,1.46,6,8,0,24,8,0,0,0,0,0,0,0
661834,home,140,2,8,9,3,.241,.304,.397,150,69,81,5,9,3,1,1,1,4.06,1.31,10,10,0,27,12,0,0,0,0,1,0,0
661834,away,133,1,3,5,9,.214,.278,.343,144,52,92,9,3,8,2,1,2,4.30,1.30,5,10,0,24,6,1,0,0,0,0,0,0
661449,home,145,4,9,5,2,.259,.313,.387,114,37,77,3,2,7,1,0,2,3.87,1.31,12,12,0,27,10,1,0,0,0,0,0,0
661449,away,117,2,7,3,2,.244,.318,.424,115,36,79,5,2,9,4,0,4,3.03,1.10,6,11,0,24,8,0,0,0,0,1,0,0
661199,home,158,0,4,10,2,.238,.318,.413,176,66,110,7,4,6,3,2,4,3.83,1.24,8,13,0,27,6,1,0,0,0,0,0,0
661199,away,119,4,6,7,4,.261,.337,.451,151,48,103,10,2,4,0,0,0,2.88,1.06,8,9,0,27,9,0,0,0,0,0,1,0
663370,home,108,2,8,13,1,.228,.296,.379,154,50,104,11,4,9,2,1,6,3.81,1.25,10,8,0,27,9,2,0,0,0,0,0,0
663370,away,136,6,9,11,4,.231,.315,.381,156,46,110,13,1,8,2,1,2,3.68,1.22,6,7,0,27,9,1,0,0,0,0,0,0
662034,home,137,6,9,10,3,.236,.320,.396,145,54,91,7,5,6,1,1,1,3.92,1.28,9,9,0,27,11,0,0,0,0,1,0,0
662034,away,109,1,6,7,5,.229,.307,.388,133,50,83,10,3,9,6,1,6,4.14,1.28,3,11,0,24,3,0,0,0,0,0,0,0
663019,home,113,4,9,14,0,.240,.309,.377,171,58,113,9,2,18,11,5,11,5.09,1.42,9,9,0,27,7,1,0,0,0,0,0,0
663019,away,143,11,18,9,2,.251,.314,.422,139,38,101,14,0,9,4,2,4,3.73,1.21,4,8,0,27,5,0,0,0,0,1,0,0
661357,home,146,4,6,10,3,.235,.298,.371,192,75,117,13,5,10,3,0,3,3.76,1.25,6,7,0,27,4,0,0,0,0,0,0,0
661357,away,135,3,10,13,5,.242,.319,.381,128,47,81,10,3,6,4,2,4,3.78,1.21,7,6,0,24,8,0,0,0,0,0,1,0
662550,home,120,5,13,13,4,.249,.315,.376,166,57,109,10,2,10,5,1,7,5.28,1.48,11,9,0,33,14,0,0,0,0,0,0,0
662550,away,112,7,10,10,2,.245,.318,.395,187,64,123,13,4,13,3,2,5,4.25,1.33,10,7,0,33,15,1,0,0,0,0,0,0
662302,home,134,3,4,9,4,.220,.289,.362,124,43,81,6,4,5,4,0,5,4.62,1.42,8,12,0,27,9,1,0,0,0,0,0,0
662302,away,111,5,5,6,4,.252,.313,.406,139,50,89,9,4,4,3,0,3,4.34,1.31,5,13,0,27,5,0,0,0,0,0,0,0
661250,home,147,1,4,8,1,.241,.326,.434,125,41,84,4,0,4,3,1,3,3.28,1.10,9,14,0,27,9,2,0,0,0,1,0,0
661250,away,139,3,4,4,0,.237,.306,.375,147,54,93,8,1,4,1,0,1,3.40,1.15,14,5,0,27,13,1,0,0,0,0,0,0
661706,home,141,2,7,8,1,.263,.325,.432,147,53,94,8,5,7,4,2,4,3.97,1.25,6,14,0,27,6,3,0,0,0,0,0,0
661706,away,110,4,7,8,5,.238,.306,.392,121,39,82,8,1,7,2,1,2,3.90,1.28,15,2,0,27,16,1,0,0,0,1,0,0
662943,home,114,3,8,5,2,.252,.314,.386,164,58,106,6,4,11,4,1,4,3.79,1.21,9,11,0,27,7,1,0,0,0,0,0,0
662943,away,116,4,11,6,4,.227,.282,.332,146,50,96,5,2,8,2,0,3,4.02,1.29,11,11,0,27,13,1,0,0,0,1,0,0
661495,home,144,5,8,3,6,.252,.317,.448,130,44,86,14,2,3,0,0,0,3.58,1.22,5,6,0,27,7,0,0,0,0,0,0,0
661495,away,121,0,3,14,2,.258,.328,.406,126,46,80,3,6,8,5,2,5,3.52,1.19,7,11,0,24,9,1,0,0,0,1,0,0
661682,home,142,9,16,7,3,.252,.322,.417,135,48,87,15,1,5,0,0,0,4.01,1.24,7,4,0,27,6,0,0,0,0,0,0,0
661682,away,118,0,5,15,1,.246,.308,.381,158,56,102,7,3,16,4,1,9,4.67,1.47,11,7,0,24,10,2,0,0,0,0,0,0
661955,home,138,5,10,5,3,.253,.324,.417,138,46,92,7,3,6,4,0,4,3.90,1.27,10,10,0,27,11,0,0,0,0,0,0,0
661955,away,115,4,6,7,3,.263,.325,.407,154,54,100,5,3,10,5,2,5,5.01,1.46,6,11,0,24,11,1,0,0,0,1,0,0
661833,home,140,1,9,6,3,.241,.304,.396,139,54,85,9,3,11,5,2,5,4.07,1.31,11,5,0,27,12,0,0,0,0,0,0,0
661833,away,133,5,11,9,3,.215,.279,.345,137,48,89,6,3,9,1,0,1,4.27,1.30,9,9,0,27,16,0,0,0,0,1,0,0
661448,home,145,4,10,5,2,.260,.313,.387,156,62,94,9,4,9,3,1,3,3.86,1.31,6,11,0,27,7,1,0,0,0,0,0,0
661448,away,117,3,9,9,4,.244,.318,.424,121,40,81,5,2,10,4,0,4,3.04,1.10,6,11,0,24,8,1,0,0,0,0,0,0
661191,home,158,5,5,14,8,.237,.317,.412,191,62,129,15,3,8,3,3,4,3.81,1.24,8,10,0,33,7,0,0,0,0,0,0,0
661191,away,119,4,8,15,3,.260,.336,.451,188,72,116,14,8,5,4,2,5,2.88,1.06,3,14,0,31,2,0,0,0,0,0,0,0
663369,home,108,2,7,13,3,.227,.296,.379,150,55,95,9,2,9,8,1,8,3.85,1.25,6,12,0,27,4,0,0,0,0,0,0,0
663369,away,136,8,9,9,2,.231,.314,.381,148,50,98,13,3,7,2,1,2,3.66,1.22,7,6,0,27,8,1,0,0,0,0,0,0
662004,home,137,2,7,10,2,.236,.320,.397,132,38,94,10,0,5,1,1,1,3.90,1.27,13,4,0,27,12,0,0,0,0,0,0,0
662004,away,109,1,5,10,0,.228,.306,.388,130,42,88,10,2,7,2,1,2,4.12,1.28,5,10,0,26,6,0,0,0,0,0,0,0
663017,home,113,1,6,11,3,.239,.308,.375,115,37,78,11,2,5,0,0,0,5.04,1.42,5,9,0,27,8,0,0,0,0,0,0,0
663017,away,143,0,5,11,2,.250,.313,.420,135,49,86,11,3,6,1,0,1,3.70,1.21,8,7,0,26,7,0,0,0,0,0,0,0
662470,home,120,2,6,6,0,.248,.314,.376,132,44,88,11,2,5,3,1,3,5.26,1.47,8,8,0,27,9,0,0,0,0,0,0,0
662470,away,112,3,5,11,2,.244,.317,.395,149,44,105,6,0,6,2,0,2,4.23,1.33,6,14,0,27,8,0,0,0,0,1,0,0
661654,home,142,4,7,4,2,.252,.321,.416,143,46,97,8,2,6,0,0,0,3.97,1.24,5,12,0,27,7,0,0,0,0,0,0,0
661654,away,118,0,6,8,2,.245,.308,.380,129,49,80,4,2,7,3,1,4,4.66,1.47,10,10,0,24,9,1,0,0,0,0,0,0
661705,home,141,6,8,4,3,.262,.325,.432,105,26,79,10,0,4,1,0,1,3.94,1.24,13,4,0,27,12,0,0,0,0,0,0,0
661705,away,110,1,4,10,0,.237,.305,.390,141,58,83,4,3,8,6,0,6,3.93,1.28,7,13,0,24,7,0,0,0,0,0,0,0
663408,home,108,7,10,11,2,.228,.296,.380,174,73,101,7,6,10,11,4,11,3.91,1.25,7,13,0,27,7,0,0,0,0,0,0,0
663408,away,136,11,10,7,6,.232,.315,.383,148,48,100,11,2,10,7,1,7,3.69,1.22,6,10,0,27,4,1,0,0,0,0,0,0
661356,home,146,3,7,10,4,.234,.299,.370,181,77,104,4,10,11,10,1,10,3.82,1.25,11,11,0,27,11,0,0,0,0,0,0,0
661356,away,135,10,11,4,10,.243,.320,.382,160,55,105,10,4,7,3,0,3,3.77,1.21,5,11,0,27,6,0,0,0,0,0,0,0
662301,home,134,3,6,9,0,.220,.288,.361,160,65,95,5,7,12,8,0,8,4.65,1.43,8,13,0,27,8,0,0,0,0,0,0,0
662301,away,111,8,12,5,7,.253,.314,.406,115,33,82,9,0,6,3,1,3,4.33,1.30,13,5,0,27,13,1,0,0,0,0,0,0
661266,home,147,8,10,9,4,.242,.327,.436,171,65,106,13,6,9,6,1,7,3.30,1.11,5,12,0,30,5,0,0,0,0,0,0,0
661266,away,139,7,9,13,6,.237,.306,.376,152,50,102,9,4,10,7,3,8,3.43,1.15,8,9,0,27,9,0,0,0,0,0,0,0
662951,home,114,8,11,10,4,.253,.315,.386,142,56,86,8,4,5,4,1,4,3.79,1.21,8,11,0,27,8,0,0,0,0,0,0,0
662951,away,116,4,5,8,4,.226,.282,.331,167,68,99,10,4,11,7,0,8,4.05,1.30,10,5,0,24,9,0,0,0,0,0,1,0
661494,home,144,7,7,12,4,.252,.317,.447,168,63,105,6,2,14,9,4,9,3.62,1.23,9,12,0,27,8,1,0,0,0,0,1,0
661494,away,121,9,14,6,2,.258,.329,.409,144,62,82,12,4,7,7,1,7,3.55,1.19,5,8,0,27,6,0,0,0,0,1,0,0
661938,home,138,5,9,5,6,.254,.325,.418,135,44,91,11,1,7,1,0,1,3.87,1.26,10,4,0,27,11,0,0,0,0,0,0,0
661938,away,115,1,7,11,1,.262,.325,.405,147,51,96,5,6,9,5,0,5,5.01,1.47,8,9,0,24,15,0,0,0,0,0,0,0
661788,home,140,2,6,5,5,.241,.304,.395,147,49,98,7,3,9,7,3,7,4.10,1.32,11,9,0,27,11,1,0,0,0,0,0,0
661788,away,133,7,9,7,3,.215,.279,.346,139,59,80,5,5,6,2,0,2,4.25,1.30,10,11,0,27,9,1,0,0,0,0,0,0
661447,home,145,2,8,9,4,.259,.313,.386,133,53,80,6,3,5,3,0,3,3.85,1.31,8,13,0,27,8,0,0,0,0,0,0,0
661447,away,117,3,5,6,3,.243,.317,.423,135,50,85,9,4,8,2,0,2,3.03,1.10,12,3,0,27,15,1,0,0,0,0,0,0
661171,home,158,1,4,10,4,.236,.317,.410,135,47,88,7,3,6,2,2,2,3.80,1.23,6,11,0,27,10,0,0,0,0,1,0,0
661171,away,119,2,6,7,3,.260,.335,.451,139,44,95,10,4,4,1,0,1,2.87,1.06,9,7,0,27,9,0,0,0,0,0,0,0
662003,home,137,2,8,9,3,.236,.319,.397,153,59,94,14,2,6,3,0,3,3.89,1.27,6,7,0,27,6,2,0,0,0,0,0,0
662003,away,109,3,6,14,2,.228,.305,.387,132,55,77,9,3,8,2,2,2,4.10,1.28,10,7,0,27,11,0,0,0,0,0,1,0
661937,home,138,13,15,7,5,.255,.326,.420,111,33,78,7,1,4,0,0,0,3.84,1.26,10,8,0,27,12,0,0,0,0,1,0,0
661937,away,115,0,4,7,1,.261,.323,.403,161,64,97,7,5,15,13,2,13,5.08,1.47,7,9,0,24,6,0,0,0,0,0,0,0
661787,home,140,10,10,5,6,.242,.305,.396,141,56,85,9,4,5,3,1,3,4.09,1.31,12,6,0,27,12,0,0,0,0,0,0,0
661787,away,133,3,5,9,4,.215,.279,.346,145,60,85,5,6,10,10,2,10,4.30,1.31,9,8,0,24,11,1,0,0,0,1,0,0
661446,home,145,5,11,10,8,.260,.314,.387,209,75,134,9,4,25,21,4,21,4.00,1.32,8,9,0,27,8,1,0,0,0,0,0,0
661446,away,117,21,25,9,4,.246,.320,.428,177,64,113,10,8,11,5,1,5,3.05,1.11,6,9,0,27,7,0,0,0,0,0,0,0
661179,home,158,5,6,14,2,.236,.316,.411,145,52,93,12,4,6,3,0,3,3.79,1.23,5,9,0,27,7,0,0,0,0,0,0,0
661179,away,119,3,6,12,4,.259,.335,.449,139,51,88,14,2,6,3,3,5,2.87,1.06,6,5,0,24,3,0,0,0,0,0,1,0
661109,home,110,2,6,8,4,.237,.304,.389,125,45,80,2,0,8,3,3,3,3.92,1.28,9,16,0,27,8,1,0,0,0,0,0,0
661109,away,112,3,8,2,0,.244,.317,.396,148,61,87,8,4,6,1,0,2,4.21,1.33,8,11,0,27,8,2,0,0,0,0,1,0
662002,home,137,0,4,12,0,.235,.318,.396,164,51,113,5,4,13,3,0,5,3.88,1.27,8,11,0,27,15,1,0,0,0,1,0,0
662002,away,109,5,13,5,4,.229,.307,.387,112,33,79,12,0,4,0,0,0,4.07,1.27,6,8,0,27,8,1,0,0,0,0,0,0
662413,home,134,8,10,6,2,.220,.288,.363,127,40,87,10,2,5,2,0,2,4.63,1.43,11,5,0,27,11,2,0,0,0,1,0,0
662413,away,111,2,5,10,2,.252,.313,.404,138,46,92,6,2,10,8,2,8,4.36,1.31,10,8,0,24,9,0,0,0,0,0,0,0
661265,home,147,2,7,13,2,.241,.326,.434,163,65,98,6,3,13,8,1,9,3.34,1.11,13,8,0,27,14,1,0,0,0,0,0,0
661265,away,141,9,13,6,3,.263,.325,.432,127,37,90,13,2,7,1,0,2,3.92,1.24,7,7,0,27,6,1,0,0,0,0,0,0
661863,home,139,7,12,6,2,.238,.307,.378,138,40,98,7,3,6,1,1,1,3.41,1.15,9,11,0,27,8,0,0,0,0,0,0,0
661863,away,118,1,6,7,3,.245,.307,.379,142,46,96,6,2,12,7,2,7,4.68,1.47,11,6,0,24,11,1,0,0,0,0,0,0
661493,home,144,3,6,12,0,.252,.316,.445,122,41,81,9,0,6,2,1,2,3.61,1.22,13,5,0,27,14,0,0,0,0,0,0,0
661493,away,121,2,6,9,0,.258,.328,.409,119,33,86,12,0,6,3,0,3,3.55,1.19,5,7,0,24,4,0,0,0,0,0,0,0
662182,home,135,1,3,8,7,.242,.320,.381,113,31,82,6,1,6,3,1,3,3.76,1.21,10,11,0,27,8,0,0,0,0,0,0,0
662182,away,120,3,6,6,1,.248,.313,.375,171,79,92,8,7,3,1,1,1,5.22,1.47,8,10,0,27,9,0,0,0,0,0,0,0
663228,home,112,8,10,14,1,.244,.317,.397,151,63,88,7,4,9,7,3,7,4.23,1.33,9,10,0,27,9,1,0,0,0,0,0,0
663228,away,158,7,9,7,4,.236,.317,.412,141,42,99,14,1,10,8,2,8,3.83,1.23,6,4,0,24,6,0,0,0,0,0,0,0
661044,home,110,15,18,6,3,.239,.306,.395,184,67,117,9,2,19,5,0,10,3.93,1.29,7,10,0,27,8,2,0,0,0,0,0,0
661044,away,111,10,19,9,2,.254,.314,.406,168,59,109,6,3,18,15,5,15,4.46,1.32,4,13,0,24,6,0,0,0,0,0,1,0
662396,home,134,5,13,9,2,.222,.289,.363,120,35,85,5,0,7,3,2,4,4.61,1.42,14,9,0,27,12,2,0,0,0,0,0,0
662396,away,113,4,7,5,0,.239,.308,.375,126,40,86,9,2,13,5,0,5,5.05,1.42,10,5,0,25,11,0,0,0,0,0,0,0
661607,home,143,2,9,6,0,.250,.313,.420,169,54,115,14,5,11,7,1,7,3.73,1.21,6,7,0,27,5,1,0,0,0,0,0,0
661607,away,121,7,11,14,5,.258,.328,.409,143,47,96,6,0,9,2,0,2,3.53,1.18,8,13,0,27,8,0,0,0,0,0,0,0
661319,home,147,0,4,8,1,.241,.325,.432,132,46,86,7,2,8,4,1,4,3.35,1.11,10,10,0,27,8,0,0,0,0,0,0,0
661319,away,141,4,8,7,2,.263,.325,.432,113,34,79,8,1,4,0,0,0,3.88,1.23,7,11,0,27,8,1,0,0,0,0,0,0
662808,home,116,0,4,9,0,.226,.281,.330,114,35,79,9,1,3,1,1,1,4.02,1.29,10,8,0,27,8,0,0,0,0,0,0,0
662808,away,108,1,3,9,1,.227,.295,.378,97,24,73,9,0,4,0,0,0,3.88,1.25,12,3,0,27,15,0,0,0,0,0,0,0
661862,home,139,2,6,12,4,.237,.307,.377,136,49,87,11,3,4,2,1,3,3.39,1.14,16,2,0,30,15,0,0,0,0,0,0,0
